temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante
2011/12,Apertura,5,,20:45,Atlas Guadalajara,Estudiantes Tecos,0,2
2011/12,Apertura,5,,21:00,Atlante,Gallos Blancos,1,3
2011/12,Apertura,5,,12:00,Pumas UNAM,Santos Laguna,1,1
2011/12,Apertura,5,,14:00,Club Tijuana,Puebla FC,1,1
2011/12,Apertura,6,,20:10,Estudiantes Tecos,CF Pachuca,2,1
2011/12,Apertura,6,,16:00,Cruz Azul,Club Tijuana,2,1
2011/12,Apertura,6,,17:00,Gallos Blancos,Jaguares Chiapas,1,2
2011/12,Apertura,6,,19:00,Deportivo Guadalajara,CF Monterrey,2,1
2011/12,Apertura,6,,,UANL Tigres,Club San Luis,1,0
2011/12,Apertura,6,,12:00,Puebla FC,Pumas UNAM,2,1
2011/12,Apertura,6,,,Deportivo Toluca,Atlante,2,1
2011/12,Apertura,6,,16:00,CF América,Atlas Guadalajara,5,2
2011/12,Apertura,6,,20:30,Santos Laguna,Monarcas Morelia,0,2
2011/12,Apertura,7,,20:00,Jaguares Chiapas,Deportivo Toluca,1,1
2011/12,Apertura,7,,19:00,CF Monterrey,Santos Laguna,2,0
2011/12,Apertura,7,,,CF Pachuca,CF América,2,0
2011/12,Apertura,7,,20:45,Atlas Guadalajara,UANL Tigres,0,1
2011/12,Apertura,7,,,Club San Luis,Deportivo Guadalajara,2,0
2011/12,Apertura,7,,21:00,Atlante,Estudiantes Tecos,2,1
2011/12,Apertura,7,,12:00,Pumas UNAM,Cruz Azul,1,2
2011/12,Apertura,7,,14:00,Club Tijuana,Gallos Blancos,1,1
2011/12,Apertura,7,,18:00,Monarcas Morelia,Puebla FC,0,0
2011/12,Apertura,8,,20:10,Estudiantes Tecos,Jaguares Chiapas,0,2
2011/12,Apertura,8,,17:00,Cruz Azul,Monarcas Morelia,0,1
2011/12,Apertura,8,,,Gallos Blancos,Pumas UNAM,4,0
2011/12,Apertura,8,,19:00,Santos Laguna,Deportivo Guadalajara,1,1
2011/12,Apertura,8,,,UANL Tigres,CF Pachuca,5,0
2011/12,Apertura,8,,20:45,Atlas Guadalajara,Club San Luis,1,1
2011/12,Apertura,8,,12:00,Puebla FC,CF Monterrey,3,3
2011/12,Apertura,8,,,Deportivo Toluca,Club Tijuana,1,1
2011/12,Apertura,8,,16:00,CF América,Atlante,0,1
2011/12,Apertura,9,,17:00,CF Monterrey,Cruz Azul,1,2
2011/12,Apertura,9,,,Jaguares Chiapas,CF América,5,3
2011/12,Apertura,9,,19:00,Deportivo Guadalajara,Puebla FC,1,4
2011/12,Apertura,9,,,CF Pachuca,Atlas Guadalajara,4,2
2011/12,Apertura,9,,20:45,Club San Luis,Santos Laguna,0,1
2011/12,Apertura,9,,21:00,Atlante,UANL Tigres,1,0
2011/12,Apertura,9,,12:00,Pumas UNAM,Deportivo Toluca,4,1
2011/12,Apertura,9,,14:00,Club Tijuana,Estudiantes Tecos,0,2
2011/12,Apertura,9,,18:00,Monarcas Morelia,Gallos Blancos,4,2
2011/12,Apertura,10,,17:00,Cruz Azul,Deportivo Guadalajara,1,1
2011/12,Apertura,10,,,Gallos Blancos,CF Monterrey,2,1
2011/12,Apertura,10,,19:00,Estudiantes Tecos,Pumas UNAM,1,2
2011/12,Apertura,10,,,UANL Tigres,Jaguares Chiapas,1,1
2011/12,Apertura,10,,,CF Pachuca,Club San Luis,1,1
2011/12,Apertura,10,,20:45,Atlas Guadalajara,Atlante,2,3
2011/12,Apertura,10,,12:00,Puebla FC,Santos Laguna,1,2
2011/12,Apertura,10,,,Deportivo Toluca,Monarcas Morelia,2,1
2011/12,Apertura,10,,16:00,CF América,Club Tijuana,1,1
2011/12,Apertura,11,,19:45,Jaguares Chiapas,Atlas Guadalajara,1,1
2011/12,Apertura,11,,16:00,Pumas UNAM,CF América,1,0
2011/12,Apertura,11,,17:00,Monarcas Morelia,Estudiantes Tecos,0,2
2011/12,Apertura,11,,19:00,CF Monterrey,Deportivo Toluca,0,0
2011/12,Apertura,11,,,Santos Laguna,Cruz Azul,1,0
2011/12,Apertura,11,,,Deportivo Guadalajara,Gallos Blancos,0,1
2011/12,Apertura,11,,20:45,Club San Luis,Puebla FC,2,1
2011/12,Apertura,11,,21:00,Atlante,CF Pachuca,0,1
2011/12,Apertura,11,,14:00,Club Tijuana,UANL Tigres,1,1
2011/12,Apertura,12,,20:10,Estudiantes Tecos,CF Monterrey,2,3
2011/12,Apertura,12,,17:00,Cruz Azul,Puebla FC,2,0
2011/12,Apertura,12,,,Gallos Blancos,Santos Laguna,1,3
2011/12,Apertura,12,,19:00,UANL Tigres,Pumas UNAM,4,1
2011/12,Apertura,12,,,CF Pachuca,Jaguares Chiapas,1,0
2011/12,Apertura,12,,20:45,Atlas Guadalajara,Club Tijuana,2,2
2011/12,Apertura,12,,21:00,Atlante,Club San Luis,1,1
2011/12,Apertura,12,,12:00,Deportivo Toluca,Deportivo Guadalajara,0,0
2011/12,Apertura,12,,17:00,CF América,Monarcas Morelia,1,1
2011/12,Apertura,13,,18:00,Monarcas Morelia,UANL Tigres,2,0
2011/12,Apertura,13,,17:00,CF Monterrey,CF América,0,3
2011/12,Apertura,13,,,Jaguares Chiapas,Atlante,1,1
2011/12,Apertura,13,,19:00,Santos Laguna,Deportivo Toluca,3,2
2011/12,Apertura,13,,,Deportivo Guadalajara,Estudiantes Tecos,5,2
2011/12,Apertura,13,,,Club Tijuana,CF Pachuca,3,2
2011/12,Apertura,13,,20:45,Club San Luis,Cruz Azul,1,1
2011/12,Apertura,13,,12:00,Puebla FC,Gallos Blancos,1,0
2011/12,Apertura,13,,,Pumas UNAM,Atlas Guadalajara,1,4
2011/12,Apertura,14,,17:00,Estudiantes Tecos,Santos Laguna,5,2
2011/12,Apertura,14,,,Gallos Blancos,Cruz Azul,1,0
2011/12,Apertura,14,,,Jaguares Chiapas,Club San Luis,3,1
2011/12,Apertura,14,,19:00,UANL Tigres,CF Monterrey,0,0
2011/12,Apertura,14,,,CF Pachuca,Pumas UNAM,0,0
2011/12,Apertura,14,,20:45,Atlas Guadalajara,Monarcas Morelia,1,1
2011/12,Apertura,14,,21:00,Atlante,Club Tijuana,1,1
2011/12,Apertura,14,,12:00,Deportivo Toluca,Puebla FC,4,3
2011/12,Apertura,14,,16:00,CF América,Deportivo Guadalajara,1,3
2011/12,Apertura,15,,20:30,Monarcas Morelia,CF Pachuca,2,2
2011/12,Apertura,15,,19:00,Cruz Azul,Deportivo Toluca,0,0
2011/12,Apertura,15,,20:00,Puebla FC,Estudiantes Tecos,2,1
2011/12,Apertura,15,,,Deportivo Guadalajara,UANL Tigres,1,0
2011/12,Apertura,15,,,CF Monterrey,Atlas Guadalajara,2,0
2011/12,Apertura,15,,20:30,Club San Luis,Gallos Blancos,2,1
2011/12,Apertura,15,,21:00,Pumas UNAM,Atlante,1,0
2011/12,Apertura,15,,,Santos Laguna,CF América,1,1
2011/12,Apertura,15,,22:00,Club Tijuana,Jaguares Chiapas,2,0
2011/12,Apertura,16,,16:00,Atlante,Monarcas Morelia,4,4
2011/12,Apertura,16,,17:00,Jaguares Chiapas,Pumas UNAM,4,0
2011/12,Apertura,16,,19:00,UANL Tigres,Santos Laguna,2,1
2011/12,Apertura,16,,,CF Pachuca,CF Monterrey,4,0
2011/12,Apertura,16,,19:45,Atlas Guadalajara,Deportivo Guadalajara,1,1
2011/12,Apertura,16,,12:00,Estudiantes Tecos,Cruz Azul,0,2
2011/12,Apertura,16,,,Deportivo Toluca,Gallos Blancos,0,1
2011/12,Apertura,16,,13:00,Club Tijuana,Club San Luis,0,0
2011/12,Apertura,16,,16:00,CF América,Puebla FC,2,3
2011/12,Apertura,17,,20:00,Monarcas Morelia,Jaguares Chiapas,1,0
2011/12,Apertura,17,,17:00,Gallos Blancos,Estudiantes Tecos,3,0
2011/12,Apertura,17,,,CF Monterrey,Atlante,3,2
2011/12,Apertura,17,,,Cruz Azul,CF América,3,1
2011/12,Apertura,17,,19:00,Santos Laguna,Atlas Guadalajara,3,0
2011/12,Apertura,17,,,Deportivo Guadalajara,CF Pachuca,2,2
2011/12,Apertura,17,,20:45,Club San Luis,Deportivo Toluca,5,1
2011/12,Apertura,17,,12:00,Puebla FC,UANL Tigres,0,1
2011/12,Apertura,17,,,Pumas UNAM,Club Tijuana,1,1
2011/12,Apertura,17,,17:00,Gallos Blancos,Deportivo Guadalajara,2,1
2011/12,Apertura,17,,19:00,Monarcas Morelia,Cruz Azul,2,1
2011/12,Apertura,17,,16:00,Jaguares Chiapas,Santos Laguna,2,2
2011/12,Apertura,17,,18:00,CF Pachuca,UANL Tigres,0,1
2011/12,Apertura,17,,17:00,Cruz Azul,Monarcas Morelia,1,2
2011/12,Apertura,17,,19:00,Deportivo Guadalajara,Gallos Blancos,0,0
2011/12,Apertura,17,,17:00,Santos Laguna,Jaguares Chiapas,2,1
2011/12,Apertura,17,,19:00,UANL Tigres,CF Pachuca,3,0
2011/12,Apertura,17,,20:30,Monarcas Morelia,Santos Laguna,2,1
2011/12,Apertura,17,,19:00,Gallos Blancos,UANL Tigres,0,0
2011/12,Apertura,17,,19:00,Santos Laguna,Monarcas Morelia,3,2
2011/12,Apertura,17,,18:00,UANL Tigres,Gallos Blancos,1,0
2011/12,Apertura,17,,20:30,Santos Laguna,UANL Tigres,0,1
2011/12,Apertura,17,,18:00,UANL Tigres,Santos Laguna,3,1
2011/12,Clausura,1,,20:10,Monarcas Morelia,Club Tijuana,1,1
2011/12,Clausura,1,,17:00,CF Monterrey,Jaguares Chiapas,2,1
2011/12,Clausura,1,,,Gallos Blancos,CF América,0,2
2011/12,Clausura,1,,,Cruz Azul,UANL Tigres,1,1
2011/12,Clausura,1,,19:00,Santos Laguna,CF Pachuca,0,0
2011/12,Clausura,1,,,Deportivo Guadalajara,Atlante,0,1
2011/12,Clausura,1,,20:45,Club San Luis,Pumas UNAM,1,0
2011/12,Clausura,1,,12:00,Deportivo Toluca,Estudiantes Tecos,3,1
2011/12,Clausura,1,,,Puebla FC,Atlas Guadalajara,0,0
2011/12,Clausura,2,,20:10,Estudiantes Tecos,Club San Luis,0,2
2011/12,Clausura,2,,17:00,Jaguares Chiapas,Deportivo Guadalajara,3,1
2011/12,Clausura,2,,19:00,UANL Tigres,Gallos Blancos,1,0
2011/12,Clausura,2,,,CF Pachuca,Puebla FC,3,1
2011/12,Clausura,2,,20:00,Club Tijuana,CF Monterrey,1,0
2011/12,Clausura,2,,20:45,Atlas Guadalajara,Cruz Azul,0,2
2011/12,Clausura,2,,21:00,Atlante,Santos Laguna,1,2
2011/12,Clausura,2,,12:00,Pumas UNAM,Monarcas Morelia,3,0
2011/12,Clausura,2,,16:00,CF América,Deportivo Toluca,1,1
2011/12,Clausura,3,,20:10,Estudiantes Tecos,CF América,1,1
2011/12,Clausura,3,,,Monarcas Morelia,Club San Luis,2,0
2011/12,Clausura,3,,17:00,Gallos Blancos,Atlas Guadalajara,2,1
2011/12,Clausura,3,,,Cruz Azul,CF Pachuca,1,1
2011/12,Clausura,3,,,CF Monterrey,Pumas UNAM,1,1
2011/12,Clausura,3,,19:00,Santos Laguna,Jaguares Chiapas,1,0
2011/12,Clausura,3,,,Deportivo Guadalajara,Club Tijuana,0,2
2011/12,Clausura,3,,12:00,Deportivo Toluca,UANL Tigres,2,1
2011/12,Clausura,3,,,Puebla FC,Atlante,1,2
2011/12,Clausura,4,,20:10,Monarcas Morelia,CF Monterrey,0,0
2011/12,Clausura,4,,17:00,Jaguares Chiapas,Puebla FC,0,1
2011/12,Clausura,4,,19:00,UANL Tigres,Estudiantes Tecos,2,1
2011/12,Clausura,4,,,CF Pachuca,Gallos Blancos,1,1
2011/12,Clausura,4,,20:45,Atlas Guadalajara,Deportivo Toluca,1,0
2011/12,Clausura,4,,,Club San Luis,CF América,1,3
2011/12,Clausura,4,,21:00,Atlante,Cruz Azul,2,2
2011/12,Clausura,4,,12:00,Pumas UNAM,Deportivo Guadalajara,0,0
2011/12,Clausura,4,,14:00,Club Tijuana,Santos Laguna,1,3
2011/12,Clausura,5,,20:10,Estudiantes Tecos,Atlas Guadalajara,0,0
2011/12,Clausura,5,,17:00,Gallos Blancos,Atlante,2,3
2011/12,Clausura,5,,,Cruz Azul,Jaguares Chiapas,2,0
2011/12,Clausura,5,,,CF Monterrey,Club San Luis,3,0
2011/12,Clausura,5,,19:00,Deportivo Guadalajara,Monarcas Morelia,1,2
2011/12,Clausura,5,,,Santos Laguna,Pumas UNAM,2,1
2011/12,Clausura,5,,12:00,Deportivo Toluca,CF Pachuca,3,4
2011/12,Clausura,5,,,Puebla FC,Club Tijuana,1,1
2011/12,Clausura,5,,16:00,CF América,UANL Tigres,0,1
2011/12,Clausura,6,,20:10,Monarcas Morelia,Santos Laguna,3,1
2011/12,Clausura,6,,17:00,Jaguares Chiapas,Gallos Blancos,3,0
2011/12,Clausura,6,,,CF Monterrey,Deportivo Guadalajara,2,0
2011/12,Clausura,6,,19:00,CF Pachuca,Estudiantes Tecos,2,0
2011/12,Clausura,6,,,Club San Luis,UANL Tigres,0,2
2011/12,Clausura,6,,20:45,Atlas Guadalajara,CF América,1,1
2011/12,Clausura,6,,21:00,Atlante,Deportivo Toluca,0,2
2011/12,Clausura,6,,12:00,Pumas UNAM,Puebla FC,0,2
2011/12,Clausura,6,,14:00,Club Tijuana,Cruz Azul,0,0
2011/12,Clausura,7,,20:10,Estudiantes Tecos,Atlante,2,1
2011/12,Clausura,7,,17:00,Cruz Azul,Pumas UNAM,1,1
2011/12,Clausura,7,,,Gallos Blancos,Club Tijuana,0,2
2011/12,Clausura,7,,19:00,Santos Laguna,CF Monterrey,1,1
2011/12,Clausura,7,,,UANL Tigres,Atlas Guadalajara,0,0
2011/12,Clausura,7,,,Deportivo Guadalajara,Club San Luis,0,0
2011/12,Clausura,7,,12:00,Deportivo Toluca,Jaguares Chiapas,3,1
2011/12,Clausura,7,,,Puebla FC,Monarcas Morelia,1,2
2011/12,Clausura,7,,16:00,CF América,CF Pachuca,1,0
2011/12,Clausura,8,,17:00,Jaguares Chiapas,Estudiantes Tecos,1,0
2011/12,Clausura,8,,,CF Monterrey,Puebla FC,2,1
2011/12,Clausura,8,,19:00,CF Pachuca,UANL Tigres,1,1
2011/12,Clausura,8,,,Club San Luis,Atlas Guadalajara,0,1
2011/12,Clausura,8,,21:00,Atlante,CF América,0,4
2011/12,Clausura,8,,,Club Tijuana,Deportivo Toluca,1,1
2011/12,Clausura,8,,12:00,Monarcas Morelia,Cruz Azul,2,0
2011/12,Clausura,8,,,Pumas UNAM,Gallos Blancos,1,1
2011/12,Clausura,8,,16:00,Deportivo Guadalajara,Santos Laguna,2,1
2011/12,Clausura,9,,20:10,Estudiantes Tecos,Club Tijuana,0,2
2011/12,Clausura,9,,17:00,Gallos Blancos,Monarcas Morelia,0,3
2011/12,Clausura,9,,,Cruz Azul,CF Monterrey,4,3
2011/12,Clausura,9,,19:00,UANL Tigres,Atlante,1,0
2011/12,Clausura,9,,,Santos Laguna,Club San Luis,5,2
2011/12,Clausura,9,,20:45,Atlas Guadalajara,CF Pachuca,0,0
2011/12,Clausura,9,,12:00,Deportivo Toluca,Pumas UNAM,0,2
2011/12,Clausura,9,,16:00,Puebla FC,Deportivo Guadalajara,1,2
2011/12,Clausura,9,,,CF América,Jaguares Chiapas,2,0
2011/12,Clausura,10,,20:10,Monarcas Morelia,Deportivo Toluca,1,2
2011/12,Clausura,10,,,Club Tijuana,CF América,1,1
2011/12,Clausura,10,,17:00,Jaguares Chiapas,UANL Tigres,2,2
2011/12,Clausura,10,,,CF Monterrey,Gallos Blancos,4,1
2011/12,Clausura,10,,19:00,Deportivo Guadalajara,Cruz Azul,2,1
2011/12,Clausura,10,,,Santos Laguna,Puebla FC,3,1
2011/12,Clausura,10,,20:45,Club San Luis,CF Pachuca,0,0
2011/12,Clausura,10,,21:00,Atlante,Atlas Guadalajara,0,0
2011/12,Clausura,10,,12:00,Pumas UNAM,Estudiantes Tecos,0,0
2011/12,Clausura,11,,20:10,Estudiantes Tecos,Monarcas Morelia,1,2
2011/12,Clausura,11,,17:00,Gallos Blancos,Deportivo Guadalajara,0,0
2011/12,Clausura,11,,19:00,Cruz Azul,Santos Laguna,0,1
2011/12,Clausura,11,,,CF Pachuca,Atlante,3,2
2011/12,Clausura,11,,,UANL Tigres,Club Tijuana,1,0
2011/12,Clausura,11,,20:45,Atlas Guadalajara,Jaguares Chiapas,0,3
2011/12,Clausura,11,,12:00,Deportivo Toluca,CF Monterrey,1,1
2011/12,Clausura,11,,,Puebla FC,Club San Luis,0,1
2011/12,Clausura,11,,16:00,CF América,Pumas UNAM,2,1
2011/12,Clausura,12,,20:30,Jaguares Chiapas,CF Pachuca,3,2
2011/12,Clausura,12,,19:10,Monarcas Morelia,CF América,3,1
2011/12,Clausura,12,,17:00,CF Monterrey,Estudiantes Tecos,4,0
2011/12,Clausura,12,,19:00,Santos Laguna,Gallos Blancos,2,0
2011/12,Clausura,12,,,Deportivo Guadalajara,Deportivo Toluca,2,0
2011/12,Clausura,12,,20:00,Club Tijuana,Atlas Guadalajara,2,0
2011/12,Clausura,12,,20:45,Club San Luis,Atlante,2,3
2011/12,Clausura,12,,12:00,Pumas UNAM,UANL Tigres,0,2
2011/12,Clausura,12,,,Puebla FC,Cruz Azul,1,1
2011/12,Clausura,13,,20:10,CF Pachuca,Club Tijuana,1,0
2011/12,Clausura,13,,16:30,Cruz Azul,Club San Luis,3,1
2011/12,Clausura,13,,17:00,Gallos Blancos,Puebla FC,0,1
2011/12,Clausura,13,,19:00,UANL Tigres,Monarcas Morelia,4,1
2011/12,Clausura,13,,20:45,Atlas Guadalajara,Pumas UNAM,0,0
2011/12,Clausura,13,,21:00,Atlante,Jaguares Chiapas,2,2
2011/12,Clausura,13,,12:00,Deportivo Toluca,Santos Laguna,1,3
2011/12,Clausura,13,,16:00,CF América,CF Monterrey,2,3
2011/12,Clausura,13,,18:00,Estudiantes Tecos,Deportivo Guadalajara,1,0
2011/12,Clausura,14,,20:10,Monarcas Morelia,Atlas Guadalajara,0,0
2011/12,Clausura,14,,19:00,Santos Laguna,Estudiantes Tecos,1,1
2011/12,Clausura,14,,,Club San Luis,Jaguares Chiapas,2,3
2011/12,Clausura,14,,21:00,CF Monterrey,UANL Tigres,2,0
2011/12,Clausura,14,,,Club Tijuana,Atlante,2,1
2011/12,Clausura,14,,12:00,Pumas UNAM,CF Pachuca,0,1
2011/12,Clausura,14,,,Puebla FC,Deportivo Toluca,2,1
2011/12,Clausura,14,,18:00,Cruz Azul,Gallos Blancos,1,2
2011/12,Clausura,14,,,Deportivo Guadalajara,CF América,0,1
2011/12,Clausura,15,,20:10,Estudiantes Tecos,Puebla FC,1,1
2011/12,Clausura,15,,,Jaguares Chiapas,Club Tijuana,0,0
2011/12,Clausura,15,,17:00,Gallos Blancos,Club San Luis,2,2
2011/12,Clausura,15,,,CF América,Santos Laguna,3,1
2011/12,Clausura,15,,19:00,CF Pachuca,Monarcas Morelia,1,2
2011/12,Clausura,15,,,UANL Tigres,Deportivo Guadalajara,2,1
2011/12,Clausura,15,,20:45,Atlas Guadalajara,CF Monterrey,1,0
2011/12,Clausura,15,,21:00,Atlante,Pumas UNAM,1,2
2011/12,Clausura,15,,12:00,Deportivo Toluca,Cruz Azul,0,3
2011/12,Clausura,16,,20:10,Monarcas Morelia,Atlante,1,1
2011/12,Clausura,16,,17:00,Cruz Azul,Estudiantes Tecos,5,2
2011/12,Clausura,16,,,Gallos Blancos,Deportivo Toluca,2,2
2011/12,Clausura,16,,,Club San Luis,Club Tijuana,0,1
2011/12,Clausura,16,,19:00,Santos Laguna,UANL Tigres,3,0
2011/12,Clausura,16,,,Deportivo Guadalajara,Atlas Guadalajara,0,1
2011/12,Clausura,16,,21:00,CF Monterrey,CF Pachuca,1,1
2011/12,Clausura,16,,12:00,Pumas UNAM,Jaguares Chiapas,0,3
2011/12,Clausura,16,,16:00,Puebla FC,CF América,2,3
2011/12,Clausura,17,,20:10,Estudiantes Tecos,Gallos Blancos,1,1
2011/12,Clausura,17,,17:00,Jaguares Chiapas,Monarcas Morelia,1,0
2011/12,Clausura,17,,19:00,CF Pachuca,Deportivo Guadalajara,3,1
2011/12,Clausura,17,,,UANL Tigres,Puebla FC,1,2
2011/12,Clausura,17,,20:45,Atlas Guadalajara,Santos Laguna,1,3
2011/12,Clausura,17,,21:00,Atlante,CF Monterrey,0,3
2011/12,Clausura,17,,12:00,Deportivo Toluca,Club San Luis,2,1
2011/12,Clausura,17,,14:00,Club Tijuana,Pumas UNAM,1,1
2011/12,Clausura,17,,16:00,CF América,Cruz Azul,2,2
2011/12,Clausura,17,,20:30,CF Pachuca,CF América,1,3
2011/12,Clausura,17,,22:30,Club Tijuana,CF Monterrey,1,2
2011/12,Clausura,17,,19:00,Jaguares Chiapas,Santos Laguna,3,4
2011/12,Clausura,17,,21:00,UANL Tigres,Monarcas Morelia,1,0
2011/12,Clausura,17,,18:00,CF América,CF Pachuca,0,1
2011/12,Clausura,17,,20:00,CF Monterrey,Club Tijuana,2,2
2011/12,Clausura,17,,18:00,Santos Laguna,Jaguares Chiapas,2,1
2011/12,Clausura,17,,20:00,Monarcas Morelia,UANL Tigres,1,4
2011/12,Clausura,17,,21:00,CF América,CF Monterrey,0,0
2011/12,Clausura,17,,20:00,UANL Tigres,Santos Laguna,1,1
2011/12,Clausura,17,,21:00,CF Monterrey,CF América,2,0
2011/12,Clausura,17,,20:00,Santos Laguna,UANL Tigres,2,2
2011/12,Clausura,17,,21:00,CF Monterrey,Santos Laguna,1,1
2011/12,Clausura,17,,20:00,Santos Laguna,CF Monterrey,2,1
2012/13,Apertura,1,,19:30,Jaguares Chiapas,UANL Tigres,0,4
2012/13,Apertura,1,,21:30,Club Tijuana,Puebla FC,2,0
2012/13,Apertura,1,,17:00,Cruz Azul,Monarcas Morelia,0,0
2012/13,Apertura,1,,,Gallos Blancos,Club León,0,2
2012/13,Apertura,1,,19:00,CF Monterrey,CF América,0,0
2012/13,Apertura,1,,,Santos Laguna,Club San Luis,2,1
2012/13,Apertura,1,,21:00,Atlas Guadalajara,Pumas UNAM,1,1
2012/13,Apertura,1,,12:00,Deportivo Toluca,Deportivo Guadalajara,2,1
2012/13,Apertura,1,,18:00,Atlante,CF Pachuca,0,0
2012/13,Apertura,2,,19:30,Monarcas Morelia,CF Monterrey,1,0
2012/13,Apertura,2,,21:30,Club León,Club Tijuana,4,0
2012/13,Apertura,2,,17:00,CF América,Jaguares Chiapas,4,2
2012/13,Apertura,2,,19:00,UANL Tigres,Atlante,2,1
2012/13,Apertura,2,,,CF Pachuca,Atlas Guadalajara,0,3
2012/13,Apertura,2,,21:00,Club San Luis,Cruz Azul,1,2
2012/13,Apertura,2,,12:00,Pumas UNAM,Gallos Blancos,3,0
2012/13,Apertura,2,,,Puebla FC,Deportivo Toluca,1,3
2012/13,Apertura,2,,17:00,Deportivo Guadalajara,Santos Laguna,0,1
2012/13,Apertura,3,,19:00,Santos Laguna,Puebla FC,2,2
2012/13,Apertura,3,,19:30,Club Tijuana,Pumas UNAM,1,0
2012/13,Apertura,3,,21:30,Monarcas Morelia,Club San Luis,3,3
2012/13,Apertura,3,,17:00,Cruz Azul,Deportivo Guadalajara,0,0
2012/13,Apertura,3,,,Gallos Blancos,CF Pachuca,0,1
2012/13,Apertura,3,,19:00,CF Monterrey,Jaguares Chiapas,2,1
2012/13,Apertura,3,,21:00,Atlas Guadalajara,UANL Tigres,0,0
2012/13,Apertura,3,,12:00,Deportivo Toluca,Club León,2,1
2012/13,Apertura,3,,18:00,Atlante,CF América,2,2
2012/13,Apertura,4,,19:30,Jaguares Chiapas,Atlante,1,2
2012/13,Apertura,4,,20:30,Club León,Santos Laguna,3,0
2012/13,Apertura,4,,17:00,CF América,Atlas Guadalajara,1,1
2012/13,Apertura,4,,19:00,CF Pachuca,Club Tijuana,2,2
2012/13,Apertura,4,,,UANL Tigres,Gallos Blancos,2,2
2012/13,Apertura,4,,21:00,Club San Luis,CF Monterrey,1,1
2012/13,Apertura,4,,12:00,Pumas UNAM,Deportivo Toluca,1,2
2012/13,Apertura,4,,,Puebla FC,Cruz Azul,0,1
2012/13,Apertura,4,,18:00,Deportivo Guadalajara,Monarcas Morelia,1,1
2012/13,Apertura,5,,19:30,Club Tijuana,UANL Tigres,2,1
2012/13,Apertura,5,,21:30,Monarcas Morelia,Puebla FC,3,0
2012/13,Apertura,5,,,Cruz Azul,Club León,1,1
2012/13,Apertura,5,,17:00,Gallos Blancos,CF América,0,4
2012/13,Apertura,5,,19:00,Santos Laguna,Pumas UNAM,1,2
2012/13,Apertura,5,,,CF Monterrey,Atlante,1,1
2012/13,Apertura,5,,21:00,Club San Luis,Deportivo Guadalajara,0,1
2012/13,Apertura,5,,,Atlas Guadalajara,Jaguares Chiapas,1,1
2012/13,Apertura,5,,12:00,Deportivo Toluca,CF Pachuca,1,0
2012/13,Apertura,6,,19:30,Jaguares Chiapas,Gallos Blancos,2,1
2012/13,Apertura,6,,20:30,Club León,Monarcas Morelia,1,3
2012/13,Apertura,6,,17:00,CF América,Club Tijuana,0,1
2012/13,Apertura,6,,19:00,CF Pachuca,Santos Laguna,0,0
2012/13,Apertura,6,,,UANL Tigres,Deportivo Toluca,1,1
2012/13,Apertura,6,,12:00,Puebla FC,Club San Luis,1,0
2012/13,Apertura,6,,,Pumas UNAM,Cruz Azul,0,1
2012/13,Apertura,6,,17:00,Deportivo Guadalajara,CF Monterrey,1,2
2012/13,Apertura,6,,18:00,Atlante,Atlas Guadalajara,1,0
2012/13,Apertura,7,,19:30,Club Tijuana,Jaguares Chiapas,2,0
2012/13,Apertura,7,,21:30,Monarcas Morelia,Pumas UNAM,0,1
2012/13,Apertura,7,,17:00,Cruz Azul,CF Pachuca,1,1
2012/13,Apertura,7,,,Gallos Blancos,Atlante,0,1
2012/13,Apertura,7,,19:00,Santos Laguna,UANL Tigres,3,1
2012/13,Apertura,7,,,CF Monterrey,Atlas Guadalajara,1,1
2012/13,Apertura,7,,21:00,Club San Luis,Club León,0,2
2012/13,Apertura,7,,12:00,Deportivo Toluca,CF América,1,1
2012/13,Apertura,7,,17:00,Deportivo Guadalajara,Puebla FC,1,1
2012/13,Apertura,8,,19:30,Jaguares Chiapas,Deportivo Toluca,2,0
2012/13,Apertura,8,,,CF Pachuca,Monarcas Morelia,3,2
2012/13,Apertura,8,,21:30,Club León,Deportivo Guadalajara,1,2
2012/13,Apertura,8,,17:00,CF América,Santos Laguna,2,0
2012/13,Apertura,8,,19:00,UANL Tigres,Cruz Azul,2,0
2012/13,Apertura,8,,21:00,Atlas Guadalajara,Gallos Blancos,0,0
2012/13,Apertura,8,,12:00,Puebla FC,CF Monterrey,2,3
2012/13,Apertura,8,,,Pumas UNAM,Club San Luis,0,1
2012/13,Apertura,8,,18:00,Atlante,Club Tijuana,1,2
2012/13,Apertura,9,,19:30,Puebla FC,Club León,1,1
2012/13,Apertura,9,,21:30,Monarcas Morelia,UANL Tigres,1,1
2012/13,Apertura,9,,17:00,Cruz Azul,CF América,1,1
2012/13,Apertura,9,,19:00,Santos Laguna,Jaguares Chiapas,0,0
2012/13,Apertura,9,,,CF Monterrey,Gallos Blancos,3,2
2012/13,Apertura,9,,,Club San Luis,CF Pachuca,1,0
2012/13,Apertura,9,,21:30,Club Tijuana,Atlas Guadalajara,1,1
2012/13,Apertura,9,,12:00,Deportivo Toluca,Atlante,1,0
2012/13,Apertura,9,,17:00,Deportivo Guadalajara,Pumas UNAM,0,0
2012/13,Apertura,10,,19:30,Jaguares Chiapas,Cruz Azul,1,0
2012/13,Apertura,10,,21:36,Club León,CF Monterrey,2,0
